|ITEM_CODE|ITEM_NAME1                                      |ITEM_NAME2                            |VENDER_CODE|VENDER_NAME                                        |ORDER_DATE             |BUYER_CODE|BUYER_NAME    |
|250310480|PS TRAY OLYZ-416MS (V.0)TS-P1-16-05-002(BLACK)  |TRAY SIZE:200X300X11 MM. T= 0.5 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2021-05-11 00:00:00.000|104       |Ranu          |
|250310481|PS TRAY ICIZ-022MS (V.1)TS-P1-15-12-008(BLACK)  |TRAY SIZE:340X520X30MM. T=1.0MM.                |1002299    |WORLDPLAST LTD.                                             |2019-07-26 00:00:00.000|104       |Ranu          |
|250310482|PS TRAY ICIZ-024MS (V.1)TS-P1-15-12-009(BLACK)  |TRAY SIZE:340X520X30MM. T=1.0MM.                |1002299    |WORLDPLAST LTD.                                             |2019-08-08 00:00:00.000|104       |Ranu          |
|250310483|PS TRAY ICIZ-018MS (V.0)TS-P1-16-04-008(BLACK)  |TRAY SIZE:344X524X34MM. T=1.0MM.                |1002299    |WORLDPLAST LTD.                                             |2018-01-22 00:00:00.000|104       |Ranu          |
|250310484|PS TRAY ICIZ-020MS (V.0)TS-P1-16-03-002(BLACK)  |TRAY SIZE:344X524X34MM. T=1.0MM.                |1002299    |WORLDPLAST LTD.                                             |2018-01-22 00:00:00.000|104       |Ranu          |
|250310485|PS TRAY RGOZ-536MW (V.8)TS-A1-15-11-008(BLACK)  |TRAY SIZE:230X320X9.6 MM. T= 0.5 MM.            |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2016-08-06 00:00:00.000|104       |Ranu          |
|250310487|PS TRAY OLYZ-417MS (V.0)TS-P1-16-05-003(BLACK)  |TRAY SIZE:200X300X11 MM. T= 0.5 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2021-04-08 00:00:00.000|104       |Ranu          |
|250310488|PS TRAY RGOZ-527S-V1-CO (V.1)TS-A1-16-05-001(BLA|TRAY SIZE:324X245X15 MM. T= 1.00 MM.            |1001942    |TEXCHEM-PACK (THAILAND) CO.,LTD.                            |2019-02-21 00:00:00.000|104       |Ranu          |
|250310489|PS TRAY CAUZ-198MS (V.0)TS-P1-16-06-001 (BLACK )|TRAY SIZE:200X300X11MM. T=0.5MM.                |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2024-02-07 00:00:00.000|104       |Ranu          |
|250310490|PS TRAY RGOZ-536MW (V.1)TS-A1-16-06-008(BLACK)  |TRAY SIZE:199X299X9.2 MM. T= 0.5 MM.            |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2016-09-26 00:00:00.000|104       |Ranu          |
|250310491|PS TRAY SESZ-292MW (V.0)TS-P1-16-04-003(BLACK)  |TRAY SIZE:195X295X12.5 MM. T= 0.5 MM.           |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2017-07-05 00:00:00.000|104       |Ranu          |
|250310492|PS TRAY SESZ-293MW (V.0)TS-P1-16-04-007(BLACK)  |TRAY SIZE:192X295X14.5 MM. T= 0.5 MM.           |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2016-10-25 00:00:00.000|104       |Ranu          |
|250310493|PS TRAY SESZ-291MW (V.0)TS-P1-16-04-006(BLACK)  |TRAY SIZE:195X295X17.3 MM. T= 0.5 MM.           |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2017-06-28 00:00:00.000|104       |Ranu          |
|250310494|PS TRAY RGOZ-453ML (V.1)TS-A1-16-01-007(BLACK)  |TRAY SIZE:270X320X9.7 MM. T= 0.5 MM.            |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2023-07-27 00:00:00.000|104       |Ranu          |
|250310495|PS TRAY SESZ-283MW (V.0)TS-P1-16-05-007(BLACK)  |TRAY SIZE:195X295X14 MM. T= 0.5 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2020-06-24 00:00:00.000|104       |Ranu          |
|250310496|PS TRAY SESZ-300MW (V.0)TS-P1-16-05-006(BLACK)  |TRAY SIZE:292X388X13 MM. T= 0.5 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2019-01-10 00:00:00.000|104       |Ranu          |
|250310497|PS TRAY SESZ-301MW (V.0)TS-P1-16-05-005(BLACK)  |TRAY SIZE:292X388X19 MM. T= 0.5 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2020-07-13 00:00:00.000|104       |Ranu          |
|250310498|PS TRAY CAKZ-009MS (V.0)TS-P1-16-06-006 (BLACK )|TRAY SIZE:200X300X12MM. T=0.5MM.                |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2021-10-25 00:00:00.000|104       |Ranu          |
|250310499|PS TRAY CAKZ-012MS (V.0)TS-P1-16-06-004(BLACK)  |TRAY SIZE:200X300X11 MM. T= 0.5 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2020-06-25 00:00:00.000|104       |Ranu          |
|250310500|PS TRAY CAKZ-030MW (V.0)TS-P1-16-06-008(BLACK)  |TRAY SIZE:200X300X12 MM. T= 0.5 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2023-05-24 00:00:00.000|104       |Ranu          |
|250310501|PS TRAY CAOZ-917MW ( V.0 ) TS-P1-16-06-007  ( BL|TRAY SIZE : 200X300X14 MM. T = 0.5 MM.          |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2019-10-18 00:00:00.000|104       |Ranu          |
|250310502|PS TRAY CAOZ-951MW ( V.0 ) TS-P1-16-06-005  ( BL|TRAY SIZE : 200X300X12 MM. T = 0.5 MM.          |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2024-02-14 00:00:00.000|104       |Ranu          |
|250310504|PS TRAY RGOZ-536MW (V.9)TS-A1-15-11-008(BLACK)  |TRAY SIZE:230X320X8.1 MM. T= 0.5 MM.            |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2016-10-25 00:00:00.000|104       |Ranu          |
|250310505|PS TRAY OPRZ-034MW ( V.0 )TS-A1-16-07-003(BLACK)|TRAY SIZE : 200X300X10 MM. T = 0.5 MM.          |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2020-03-23 00:00:00.000|104       |Ranu          |
|250310507|PS TRAY COPZ-078MS (V.0)TS-P1-16-08-011 (BLACK) |TRAY SIZE:200X300X11.5 MM. T= 0.5 MM.           |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2023-01-07 00:00:00.000|104       |Ranu          |
|250310508|PS TRAY NKSZ-225MW (V.0)TS-P1-16-08-006 (BLACK) |TRAY SIZE : 200X300X12 MM. T = 0.5 MM.          |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2021-08-18 00:00:00.000|104       |Ranu          |
|250310509|PS TRAY SESZ-300MW (V.1)TS-P1-16-05-006(BLACK)  |TRAY SIZE:292X388X13 MM. T= 0.5 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2016-08-23 00:00:00.000|104       |Ranu          |
|250310510|PS TRAY NKSZ-220MW ( V.0 )TS-P1-16-07-006(BLACK)|TRAY SIZE : 200X300X12 MM. T = 0.5 MM.          |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2021-08-05 00:00:00.000|104       |Ranu          |
|250310511|PS TRAY COPZ-211MS (V.0)TS-P1-16-08-005 (BLACK) |TRAY SIZE:200X300X11MM. T=0.5MM.                |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2022-04-23 00:00:00.000|104       |Ranu          |
|250310512|PS TRAY RGOZ-565MW (V.4)TS-A1-15-07-011(BLACK)  |TRAY SIZE:200X300X9 MM. T= 1.0  MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2020-04-02 00:00:00.000|104       |Ranu          |
|250310514|PS TRAY CAWZ-030MW ( V.0 )TS-P1-16-08-007(BLACK)|TRAY SIZE : 200X300X13 MM. T = 0.5 MM.          |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2021-10-25 00:00:00.000|104       |Ranu          |
|250310515|PS TRAY CAWZ-028MW ( V.0 )TS-P1-16-07-003(BLACK)|TRAY SIZE : 200X300X12 MM. T = 0.5 MM.          |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2024-02-28 00:00:00.000|104       |Ranu          |
|250310516|PS TRAY CAEZ-002MS (V.0)TS-P1-16-08-010 (BLACK )|TRAY SIZE:200X300X11MM. T=0.5MM.                |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2024-02-14 00:00:00.000|104       |Ranu          |
|250310517|PS TRAY RGOZ-581MW (V.0)TS-N1-16-09-001(BLACK)  |TRAY SIZE:230X320X9.6 MM. T= 0.5 MM.            |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2016-09-12 00:00:00.000|104       |Ranu          |
|250310518|PS TRAY ICIZ-026MS (V.0)TS-P1-16-08-012 (BLACK) |TRAY SIZE:340X520X22MM. T=1.0MM.                |1002299    |WORLDPLAST LTD.                                             |2016-12-02 00:00:00.000|104       |Ranu          |
|250310519|PS TRAY ICIZ-028MS (V.0)TS-P1-16-08-004 (BLACK )|TRAY SIZE:340X520X22MM. T=1.0MM.                |1002299    |WORLDPLAST LTD.                                             |2017-01-09 00:00:00.000|104       |Ranu          |
|250310520|PS TRAY RGOZ-585MW (V.0)TS-N1-16-09-002(BLACK)  |TRAY SIZE:200X300X9.6 MM. T= 0.5 MM.            |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2016-09-22 00:00:00.000|104       |Ranu          |
|250310525|PS TRAY RGOZ-584MW-PCS (V.1)TS-A1-16-08-020     |TRAY SIZE:199X299X9.7 MM. T= 0.7 MM.(BLACK)     |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2016-12-08 00:00:00.000|104       |Ranu          |
|250310526|PS TRAY RGOZ-580MW-PCS (V.1)TS-A1-16-08-019     |TRAY SIZE:199X299X9.7 MM. T= 0.7 MM. (BLACK)    |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2016-11-22 00:00:00.000|104       |Ranu          |
|250310527|PS TRAY RGOZ-595MT (V.1)TS-N1-16-09-003(BLACK)  |TRAY SIZE:230X320X9.6 MM. T= 0.7  MM.           |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2023-03-30 00:00:00.000|130       |PR-Phattama   |
|250310528|PS TRAY RGOZ-611MW (V.10)TS-A1-15-11-008(BLACK) |TRAY SIZE:230X320X8.1 MM. T= 0.5 MM.            |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2018-04-19 00:00:00.000|104       |Ranu          |
|250310530|PS TRAY RGOZ-580MW-MYLAR(V.0)TS-A1-16-11-004    |TRAY SIZE:230X320X8.1 MM. T= 0.5 MM.(BLACK)     |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2018-05-04 00:00:00.000|104       |Ranu          |
|250310531|PS TRAY JDTZ-076MW  (V.1)TS-A1-16-12-004(BLACK) |TRAY SIZE:300X400X12 MM. T= 0.5 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2018-07-26 00:00:00.000|104       |Ranu          |
|250310532|PS TRAY THTZ-004MW (V.0)TS-P1-16-12-011(BLACK)  |TRAY SIZE:200X300X10 MM. T= 0.5 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2020-02-04 00:00:00.000|104       |Ranu          |
|250310533|PS TRAY NKGZ-109MS (V.0)TS-P1-16-12-005 (BLACK )|TRAY SIZE:200X300X 9MM. T=0.5MM.                |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2023-03-03 00:00:00.000|104       |Ranu          |
|250310534|PS TRAY NKGZ-111MS (V.0)TS-P1-16-12-003 (BLACK )|TRAY SIZE:200X300X13MM. T=0.5MM.                |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2023-07-26 00:00:00.000|104       |Ranu          |
|250310535|PS TRAY IJFZ-130MW (V.3)TS-P1-15-04-009(BLACK)  |TRAY SIZE:300X400X34.5 MM. T= 1.20 MM.          |1002299    |WORLDPLAST LTD.                                             |2018-03-06 00:00:00.000|104       |Ranu          |
|250310536|PS TRAY NKSZ-228MS (V.0)TS-P1-16-12-014 (BLACK )|TRAY SIZE:200X300X 9MM. T=0.5MM.                |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2024-01-24 00:00:00.000|104       |Ranu          |
|250310537|PS TRAY RGOZ-594MW-MYLAR (V.0)TS-A1-16-12-006   |TRAY SIZE:300X400X8.1 MM. T= 0.5 MM. (BLACK)    |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2019-04-29 00:00:00.000|104       |Ranu          |
|250310538|PS TRAY SESZ-309MW-0C (V.0)TS-P1-16-11-002      |TRAY SIZE:292X388X13MM. T= 0.5 MM. (BLACK)      |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2020-06-05 00:00:00.000|104       |Ranu          |
|250310539|PS TRAY NKSZ-231MW (V.0)TS-P1-16-12-013(BLACK)  |TRAY SIZE:200X300X12 MM. T= 0.5 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2024-01-25 00:00:00.000|104       |Ranu          |
|250310540|PS TRAY CAWZ-042MS (V.0)TS-P1-16-12-006(BLACK)  |TRAY SIZE:200X300X9 MM. T= 0.5 MM.              |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2024-02-23 00:00:00.000|104       |Ranu          |
|250310541|PS TRAY NKSZ-227MW (V.0)TS-P1-17-01-001(BLACK)  |TRAY SIZE:200X300X12 MM. T= 0.5 MM.(MAT CLEAN)  |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2024-02-28 00:00:00.000|104       |Ranu          |
|250310542|PS TRAY NKSZ-226MW (V.0)TS-P1-17-01-010 (BLACK) |TRAY SIZE:200X300X14 MM. T= 0.5 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2024-01-11 00:00:00.000|104       |Ranu          |
|250310543|PS TRAY NKSZ-229MW (V.0)TS-P1-16-12-012 (BLACK) |TRAY SIZE:200X300X14 MM. T= 0.5 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2024-01-31 00:00:00.000|104       |Ranu          |
|250310544|PS TRAY NKSZ-230MW (V.0)TS-P1-17-01-005(BLACK)  |TRAY SIZE:200X300X12 MM. T= 0.5 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2024-01-31 00:00:00.000|104       |Ranu          |
|250310545|PS TRAY CAKZ-038MS (V.0)TS-P1-16-12-007(BLACK)  |TRAY SIZE:200X300X11 MM. T= 0.5 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2019-10-10 00:00:00.000|104       |Ranu          |
|250310547|PS TRAY CAWZ-041MW  (V.0)TS-P1-17-01-004(BLACK) |TRAY SIZE:200X300X16 MM. T= 0.5 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2024-02-07 00:00:00.000|104       |Ranu          |
|250310548|PS TRAY CASZ-045MW  (V.0)TS-P1-17-01-011(BLACK) |TRAY SIZE:200X300X14 MM. T= 0.5 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2023-02-15 00:00:00.000|104       |Ranu          |
|250310550|PS TRAY JDTZ-084MW (V.0)TS-P1-16-12-001(BLACK)  |TRAY SIZE:300X400X12 MM. T= 0.5 MM.             |1001942    |TEXCHEM-PACK (THAILAND) CO.,LTD.                            |2023-07-13 00:00:00.000|104       |Ranu          |
|250310551|PS TRAY CASZ-046MS (V.0)TS-P1-17-01-006(WHITE)  |TRAY SIZE:200X300X25 MM. T= 0.7 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2023-06-29 00:00:00.000|104       |Ranu          |
|250310552|PS TRAY OLYZ-434MS (V.0)TS-P1-17-01-003(BLACK)  |TRAY SIZE:200X300X11 MM. T= 0.5 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2021-08-24 00:00:00.000|104       |Ranu          |
|250310553|PS TRAY CAKZ-046MS(V.0)TS-P1-17-01-012 (BLACK)  |TRAY SIZE:200X300X9 MM. T= 0.5 MM.              |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2023-05-24 00:00:00.000|104       |Ranu          |
|250310554|PS TRAY CAOZ-990MW (V.0)TS-P1-16-12-002(BLACK)  |TRAY SIZE:200X300X25 MM. T= 0.7 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2021-04-05 00:00:00.000|104       |Ranu          |
|250310555|PS TRAY SESZ-317MS  (V.0)TS-P1-17-02-001(BLACK) |TRAY SIZE:195X295X14.5 MM. T= 0.5 MM.           |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2021-01-15 00:00:00.000|104       |Ranu          |
|250310556|PS TRAY SESZ-318MS  (V.0)TS-P1-17-02-002(BLACK) |TRAY SIZE:195X295X14.5 MM. T= 0.5 MM.           |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2019-11-15 00:00:00.000|104       |Ranu          |
|250310558|PS TRAY RGOZ-595MW-MYLAR (V.2)TS-N1-16-12-002   |TRAY SIZE:286X350X10.4MM. T= 0.5  MM. (BLACK)   |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2024-02-27 00:00:00.000|175       |Wenika.S      |
|250310559|PS TRAY RGOZ-638MW-MYLAR (V.1)TS-A1-16-12-008   |TRAY SIZE:230X320X8.1 MM. T= 0.5 MM. (BLACK)    |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2017-06-27 00:00:00.000|104       |Ranu          |
|250310560|PS TRAY RGOZ-652ML- (V.2)TS-A1-16-11-003 (BLACK)|TRAY SIZE:200X300X7.9 MM. T= 0.5 MM.            |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2022-04-23 00:00:00.000|104       |Ranu          |
|250310561|PS TRAY ICIZ-026MS (V.1)TS-P1-16-08-012 (BLACK )|TRAY SIZE:200X300X20MM. T=0.7MM.                |1002299    |WORLDPLAST LTD.                                             |2019-08-08 00:00:00.000|104       |Ranu          |
|250310562|PS TRAY ICIZ-028MS (V.1)TS-P1-16-08-004 (BLACK )|TRAY SIZE:200X300X20MM. T=0.7MM.                |1002299    |WORLDPLAST LTD.                                             |2019-08-08 00:00:00.000|104       |Ranu          |
|250310563|PS TRAY NKGZ-113MW (V.0)TS-P1-16-12-010(BLACK)  |TRAY SIZE:200X300X12 MM. T= 0.5 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2023-04-05 00:00:00.000|104       |Ranu          |
|250310565|PS TRAY NKSZ-235MS (V.0)TS-P1-17-03-018 (BLACK )|TRAY SIZE:200X300X13MM. T=0.5MM.                |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2024-02-07 00:00:00.000|104       |Ranu          |
|250310566|PS TRAY NKSZ-237MS (V.0)TS-P1-17-03-017 (BLACK )|TRAY SIZE:200X300X10MM. T=0.5MM.                |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2023-09-14 00:00:00.000|104       |Ranu          |
|250310567|PS TRAY NKSZ-222MW  (V.0)TS-P1-07-03-014-014    |TRAY SIZE:200X300X12 MM. T= 0.5 MM.(BLACK)      |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2024-02-14 00:00:00.000|104       |Ranu          |
|250310568|PS TRAY NKSZ-243MW (V.0)TS-P1-17-03-019 (BLACK) |TRAY SIZE:200X300X12 MM. T= 0.5 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2024-02-14 00:00:00.000|104       |Ranu          |
|250310569|PS TRAY NKSZ-236MW (V.0)TS-P1-17-03-016 (BLACK) |TRAY SIZE:200X300X12 MM. T= 0.5 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2024-02-14 00:00:00.000|104       |Ranu          |
|250310570|PS TRAY ICIZ-034MS(V.0)TS-P1-17-03-008 (BLACK ) |TRAY SIZE:340X520X30MM. T=1.0MM.                |1002299    |WORLDPLAST LTD.                                             |2017-06-19 00:00:00.000|104       |Ranu          |
|250310571|PS TRAY ICIZ-036MS (V.0)TS-P1-17-03-009 (BLACK )|TRAY SIZE:340X520X30MM. T=1.0MM.                |1002299    |WORLDPLAST LTD.                                             |2017-06-19 00:00:00.000|104       |Ranu          |
|250310572|PS TRAY ICIZ-038MS (V.0)TS-P1-17-03-010 (BLACK )|TRAY SIZE:380X520X30MM. T=1.0MM.                |1002299    |WORLDPLAST LTD.                                             |2017-06-19 00:00:00.000|104       |Ranu          |
|250310573|PS TRAY ICIZ-041MS (V.0)TS-P1-17-03-011 (BLACK )|TRAY SIZE:380X520X30MM. T=1.0MM.                |1002299    |WORLDPLAST LTD.                                             |2017-06-22 00:00:00.000|104       |Ranu          |
|250310574|PS TRAY ICIZ-053MS (V.0)TS-P1-17-03-013 (BLACK )|TRAY SIZE:340X520X30MM. T=1.0MM.                |1002299    |WORLDPLAST LTD.                                             |2017-06-22 00:00:00.000|104       |Ranu          |
|250310575|PS TRAY ICIZ-044MS(V.0)TS-P1-17-04-003(BLACK )  |TRAY SIZE:340X520X30MM. T=1.0MM.                |1002299    |WORLDPLAST LTD.                                             |2017-05-15 00:00:00.000|104       |Ranu          |
|250310576|PS TRAY ICIZ-046MS(V.0)TS-P1-17-04-004 (BLACK ) |TRAY SIZE:340X520X30MM. T=1.0MM.                |1002299    |WORLDPLAST LTD.                                             |2017-05-15 00:00:00.000|104       |Ranu          |
|250310577|PS TRAY ICIZ-048MS (V.0)TS-P1-17-03-012 (BLACK )|TRAY SIZE:340X520X30MM. T=1.0MM.                |1002299    |WORLDPLAST LTD.                                             |2017-06-22 00:00:00.000|104       |Ranu          |
|250310578|PS TRAY NKSZ-240MW (V.0)TS-P1-17-03-005(BLACK)  |TRAY SIZE:200X300X12 MM. T= 0.5 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2024-01-17 00:00:00.000|104       |Ranu          |
|250310579|PS TRAY NKSZ-238MS (V.0)TS-P1-17-04-005 (BLACK )|TRAY SIZE:200X300X11MM. T=0.5MM.                |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2023-10-05 00:00:00.000|104       |Ranu          |
|250310580|PS TRAY NKSZ-239MW (V.0)TS-P1-17-03-015 (BLACK) |TRAY SIZE:200X300X14 MM. T= 0.5 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2024-02-07 00:00:00.000|104       |Ranu          |
|250310581|PS TRAY KITZ-293MS (V.0)TS-P1-17-05-004 (BLACK )|TRAY SIZE:300X400X29.5MM. T=0.8 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2018-03-26 00:00:00.000|104       |Ranu          |
|250310582|PS TRAY KITZ-294MS (V.0)TS-P1-17-05-005 (BLACK )|TRAY SIZE:300X400X29.5MM. T=0.8 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2018-04-06 00:00:00.000|104       |Ranu          |
|250310583|PS TRAY KITZ-295MS (V.0)TS-P1-17-05-006 (BLACK )|TRAY SIZE:300X400X29.5MM. T=0.8 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2018-04-06 00:00:00.000|104       |Ranu          |
|250310584|PS TRAY KITZ-296MS (V.0)TS-P1-17-05-007 (BLACK )|TRAY SIZE:300X400X29.5MM. T=0.8 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2018-03-26 00:00:00.000|104       |Ranu          |
|250310585|PS TRAY JDTZ-097MW (V.0)TS-P1-17-05-003(BLACK)  |TRAY SIZE:220X280X10 MM. T= 1.0 MM.             |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2023-11-29 00:00:00.000|104       |Ranu          |
|250310586|PS TRAY ICIZ-034MS(V.1)TS-P1-17-03-008 (BLACK ) |TRAY SIZE:340X520X30MM. T=1.0MM.                |1002299    |WORLDPLAST LTD.                                             |2019-08-08 00:00:00.000|104       |Ranu          |
|250310587|PS TRAY ICIZ-036MS (V.1)TS-P1-17-03-009 (BLACK )|TRAY SIZE:340X520X30MM. T=1.0MM.                |1002299    |WORLDPLAST LTD.                                             |2019-08-08 00:00:00.000|104       |Ranu          |
|250310588|PS TRAY ICIZ-038MS (V.1)TS-P1-17-03-010 (BLACK )|TRAY SIZE:380X520X30MM. T=1.0MM.                |1002299    |WORLDPLAST LTD.                                             |2019-08-08 00:00:00.000|104       |Ranu          |
|250310589|PS TRAY ICIZ-041MS (V.1)TS-P1-17-03-011 (BLACK )|TRAY SIZE:380X520X30MM. T=1.0MM.                |1002299    |WORLDPLAST LTD.                                             |2019-07-26 00:00:00.000|104       |Ranu          |
|250310590|PS TRAY ICIZ-044MS (V.1)TS-P1-17-04-003 (BLACK )|TRAY SIZE:380X550X30MM. T=1.0MM.                |1002299    |WORLDPLAST LTD.                                             |2017-07-12 00:00:00.000|104       |Ranu          |
|250310592|PS TRAY RGOZ-637MW-MYLAR (V.2)TS-A1-16-12-008 (B|TRAY SIZE:230X320X8.1 MM. T= 0.5 MM.            |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2018-08-02 00:00:00.000|104       |Ranu          |
|250310593|PS TRAY ICIZ-048MS(V.1)TS-P1-17-03-012 (BLACK ) |TRAY SIZE:340X520X30MM. T=1.0MM.                |1002299    |WORLDPLAST LTD.                                             |2019-08-08 00:00:00.000|104       |Ranu          |
|250310594|PS TRAY ICIZ-051MS(V.1)TS-P1-17-03-013 (BLACK ) |TRAY SIZE:340X520X30MM. T=1.0MM.                |1002299    |WORLDPLAST LTD.                                             |2019-08-08 00:00:00.000|104       |Ranu          |
|250310597|PS TRAY SESZ-322MW (V.0)TS-P1-17-04-008(BLACK)  |TRAY SIZE:195X295X16MM. T= 0.5 MM.              |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2020-07-13 00:00:00.000|104       |Ranu          |
|250310598|PS TRAY SESZ-323MW (V.0)TS-P1-17-04-007(BLACK)  |TRAY SIZE:195X295X16MM. T= 0.5 MM.              |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2017-07-31 00:00:00.000|104       |Ranu          |
|250310599|PS TRAY NKGZ--119MS (V.0)TS-P1-17-07-001 (BLACK |TRAY SIZE:200X300X10MM. T=0.5MM.                |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2024-02-07 00:00:00.000|104       |Ranu          |
|250310600|PS TRAY NKGZ-120MS (V.0)TS-P1-17-07-002 (BLACK )|TRAY SIZE:200X300X13MM. T=0.5MM.                |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2024-02-14 00:00:00.000|104       |Ranu          |
|250310601|PS TRAY NKGZ-123MS (V.0)TS-P1-17-07-003 (BLACK )|TRAY SIZE:200X300X11MM. T=0.5MM.                |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2024-02-22 00:00:00.000|104       |Ranu          |
|250310602|PS TRAY SESZ-323MW (V.1)TS-P1-17-04-007(BLACK)  |TRAY SIZE:195X295X16MM. T= 0.5 MM.              |1000887    |KRIANGTHAI PLASTECH CO., LTD.                               |2020-12-06 00:00:00.000|104       |Ranu          |
|250310604|PS TRAY COPZ-215MS (V.0)TS-P1-17-08-002 (BLACK )|TRAY SIZE:200X300X11MM. T=0.5MM.                |1001942    |TEXCHEM-PACK (THAILAND) CO.,LTD.                            |2023-08-18 00:00:00.000|104       |Ranu          |
|250310606|PS  TRAY ICIZ-044MS (V.2)TS-P1-17-04-003 (BLACK |TRAY SIZE:380X550X30MM. T=1.0MM.                |1002299    |WORLDPLAST LTD.                                             |2019-08-08 00:00:00.000|104       |Ranu          |
